title,number,created_at,closed_at,labels,state,municipio,month,day,year,format_date_closed,format_date_created,week
Coleta de Licitações de Luz de 2016 até 2012,1010,2021-12-03 00:58:33,2021-12-17 16:03:29,Realização F01 Coleta,closed,Luz,12,3,2021,12/2021,12/2021,50
Coleta de Licitações de Lagoa da Prata de 2021 até 2017,1009,2021-12-03 00:57:49,2022-01-07 12:04:20,Realização F01 Coleta,closed,Lagoa da Prata,12,3,2021,1/2022,12/2021,01
Coleta de Licitações de Lagoa da Prata de 2016 até 2012,1008,2021-12-03 00:57:17,2022-01-07 12:30:16,Realização F01 Coleta,closed,Lagoa da Prata,12,3,2021,1/2022,12/2021,01
Coleta de Licitações de Itatiaiuçu de 2021 até 2017,1007,2021-12-03 00:56:01,2021-12-17 16:03:27,Realização F01 Coleta,closed,Itatiaiuçu,12,3,2021,12/2021,12/2021,50
Coleta de Licitações de Itatiaiuçu de 2016 até 2012,1006,2021-12-03 00:54:31,2021-12-17 16:03:29,Realização F01 Coleta,closed,Itatiaiuçu,12,3,2021,12/2021,12/2021,50
Coleta de Licitações de Itapeva de 2016 até 2012 ,1005,2021-12-03 00:53:43,2022-01-07 13:41:04,Realização F01 Coleta,closed,Itapeva,12,3,2021,1/2022,12/2021,01
Coleta de Licitações de Itapeva de 2021 até 2017,1004,2021-12-03 00:53:10,2022-01-07 13:41:02,Realização F01 Coleta,closed,Itapeva,12,3,2021,1/2022,12/2021,01
Coleta de Licitações de Ijaci de 2021 até 2017,1003,2021-12-03 00:51:41,2022-01-13 22:58:54,Realização F01 Coleta,closed,Ijaci,12,3,2021,1/2022,12/2021,02
Coleta de Licitações de Ijaci  de 2016 até 2012,1002,2021-12-03 00:51:03,2022-01-13 22:58:55,Realização F01 Coleta,closed,Ijaci,12,3,2021,1/2022,12/2021,02
Coleta de Licitações de Formiga de 2021 até 2017,1000,2021-12-02 13:30:37,2021-12-10 13:44:17,Realização F01 Coleta,closed,Formiga,12,2,2021,12/2021,12/2021,49
Coleta de Licitações de Formiga de 2016 até 2012,999,2021-12-02 13:29:57,2021-12-10 13:43:49,Realização F01 Coleta,closed,Formiga,12,2,2021,12/2021,12/2021,49
Coleta de Licitações de Congonhas de 2021 até 2017,951,2021-11-24 20:26:20,2021-12-10 13:44:03,Realização F01 Coleta,closed,Congonhas,11,24,2021,12/2021,11/2021,49
Coleta de Licitações de Congonhas de 2016 até 2012,950,2021-11-24 20:25:25,2021-12-03 13:33:08,Realização F01 Coleta,closed,Congonhas,11,24,2021,12/2021,11/2021,48
Coleta de Licitações de Conceição da Aparecida de 2021 até 2017,949,2021-11-24 20:23:07,2021-12-10 13:43:52,Realização F01 Coleta,closed,Conceição da Aparecida,11,24,2021,12/2021,11/2021,49
Coleta de Licitações de Conceição da Aparecida de 2016 até 2012,948,2021-11-24 20:22:16,2021-12-10 13:43:51,Realização F01 Coleta,closed,Conceição da Aparecida,11,24,2021,12/2021,11/2021,49
Coleta de Licitações de Cláudio de 2021 até 2017,947,2021-11-24 20:20:48,2021-12-10 13:44:00,Realização F01 Coleta,closed,Cláudio,11,24,2021,12/2021,11/2021,49
Coleta de Licitações de Cláudio de 2016 até 2012,946,2021-11-24 20:20:22,2021-12-10 13:44:02,Realização F01 Coleta,closed,Cláudio,11,24,2021,12/2021,11/2021,49
Coleta de Licitações de Cataguases de 2021 até 2017,944,2021-11-23 16:59:39,2021-12-10 13:44:05,Realização F01 Coleta,closed,Cataguases,11,23,2021,12/2021,11/2021,49
Coleta de Licitações de Cataguases de 2016 até 2012,943,2021-11-23 16:58:48,2021-12-03 13:33:52,Realização F01 Coleta,closed,Cataguases,11,23,2021,12/2021,11/2021,48
Coleta de Licitações de Botelhos de 2016 até 2012,935,2021-11-22 23:42:58,2021-11-26 18:33:35,Realização F01 Coleta,closed,Botelhos,11,22,2021,11/2021,11/2021,47
Coleta de Licitações de Botelhos de 2021 até 2017 ,934,2021-11-22 23:42:02,2021-12-03 13:33:13,Realização F01 Coleta,closed,Botelhos,11,22,2021,12/2021,11/2021,48
Coleta de Licitações de Bandeira do Sul de 2021 até 2017,919,2021-11-17 16:12:59,2021-12-03 13:33:15,Realização F01 Coleta,closed,Bandeira do Sul,11,17,2021,12/2021,11/2021,48
Coleta de Licitações de Bandeira do Sul de 2016 até 2012,918,2021-11-17 16:11:14,2021-12-03 13:33:12,Realização F01 Coleta,closed,Bandeira do Sul,11,17,2021,12/2021,11/2021,48
Coleta de Licitações de Alvinópolis de 2021 até 2017,917,2021-11-17 14:44:31,2021-12-03 13:33:19,Realização F01 Coleta,closed,Alvinópolis,11,17,2021,12/2021,11/2021,48
Coleta de Licitações de Alvinópolis de 2016 até 2012,916,2021-11-17 14:42:29,2021-12-03 13:33:17,Realização F01 Coleta,closed,Alvinópolis,11,17,2021,12/2021,11/2021,48
Coleta de Licitações de Alto Rio Doce de 2021 até 2017,915,2021-11-17 14:40:04,2021-12-03 13:33:22,Realização F01 Coleta,closed,Alto Rio Doce,11,17,2021,12/2021,11/2021,48
Coleta de Licitações de Alto Rio Doce de 2016 até 2012,914,2021-11-17 14:36:11,2021-11-26 18:33:36,Realização F01 Coleta,closed,Alto Rio Doce,11,17,2021,11/2021,11/2021,47
Coleta de Licitações de Alterosa de 2016 até 2012,910,2021-11-16 14:46:18,2021-11-22 12:07:03,Realização F01 Coleta,closed,Alterosa,11,16,2021,11/2021,11/2021,47
Coleta de Licitações de Boa esperança de 2016 até 2012,909,2021-11-16 14:25:14,2021-11-22 12:06:45,Realização F01 Coleta,closed,,11,16,2021,11/2021,11/2021,47
Coleta de Licitações de Alfenas de 2016 até 2012,908,2021-11-16 14:19:20,2021-11-22 12:06:55,Realização F01 Coleta,closed,Alfenas,11,16,2021,11/2021,11/2021,47
Coleta de Licitações de Igaratinga de 2016 até 2012,907,2021-11-16 14:09:20,2021-11-22 12:05:09,Realização F01 Coleta,closed,Igaratinga,11,16,2021,11/2021,11/2021,47
Coleta de Licitações de Planura de 2016 até 2013,906,2021-11-16 14:01:13,2021-11-22 12:04:57,Realização F01 Coleta,closed,Planura,11,16,2021,11/2021,11/2021,47
Coleta de Licitações de Guaranésia de 2016 até 2013,905,2021-11-16 13:55:24,2021-11-22 12:06:48,Realização F01 Coleta,closed,Guaranésia,11,16,2021,11/2021,11/2021,47
Coleta de Licitações de Cambuquira de 2016 até 2012,904,2021-11-16 13:52:35,2021-11-22 12:06:50,Realização F01 Coleta,closed,Cambuquira,11,16,2021,11/2021,11/2021,47
Coleta de Licitações de Alterosa de 2021 até 2017,900,2021-11-12 00:24:40,2021-11-22 12:07:02,Realização F01 Coleta,closed,Alterosa,11,12,2021,11/2021,11/2021,47
Coleta de Licitações de Alfenas de 2021 até 2017,898,2021-11-11 16:23:59,2021-11-22 12:06:54,Realização F01 Coleta,closed,Alfenas,11,11,2021,11/2021,11/2021,47
Coleta de Licitações de Igaratinga de 2021 até 2017,892,2021-11-09 17:05:57,2021-11-22 12:06:37,Realização F01 Coleta,closed,Igaratinga,11,9,2021,11/2021,11/2021,47
Coleta de Licitações de Boa esperança de 2021 até 2017,891,2021-11-09 16:57:50,2021-11-22 12:06:52,Realização F01 Coleta,closed,,11,9,2021,11/2021,11/2021,47
Coleta de Licitações de Planura de 2021 até 2017,890,2021-11-09 16:24:40,2021-11-22 12:06:30,Realização F01 Coleta,closed,Planura,11,9,2021,11/2021,11/2021,47
Coleta de Licitações de Guaranésia de 2021 até 2017,889,2021-11-09 16:02:28,2021-11-12 14:13:47,Realização F01 Coleta,closed,Guaranésia,11,9,2021,11/2021,11/2021,45
Coleta de Licitações de Cambuquira de 2021 até 2017,888,2021-11-09 14:40:59,2021-11-12 14:14:12,Realização F01 Coleta,closed,Cambuquira,11,9,2021,11/2021,11/2021,45
Coleta de Relatórios Estatísticos de Congonhas,837,2021-10-22 16:30:51,2021-11-05 10:28:24,externa Realização F01 Coleta,closed,Congonhas,10,22,2021,11/2021,10/2021,44
Coleta de Relatórios Estatísticos de Pouso Alegre,832,2021-10-22 15:20:28,2021-10-29 14:01:09,externa Realização F01 Coleta,closed,Pouso Alegre,10,22,2021,10/2021,10/2021,43
Coleta de Relatórios Estatísticos de Montes Claros,828,2021-10-22 14:33:27,2021-11-05 10:28:35,externa Realização F01 Coleta,closed,Montes Claros,10,22,2021,11/2021,10/2021,44
Coleta de Relatórios Estatísticos de Uberlândia,827,2021-10-22 14:29:56,2021-10-29 14:39:13,externa Realização F01 Coleta,closed,Uberlândia,10,22,2021,10/2021,10/2021,43
Coleta de Relatórios Estatísticos de Pará de Minas,825,2021-10-22 14:13:10,2021-10-29 14:02:56,externa Realização F01 Coleta,closed,Pará de Minas,10,22,2021,10/2021,10/2021,43
Coleta de Relatórios Estatísticos de Divinópolis,824,2021-10-22 14:03:07,2021-11-08 18:54:06,externa Realização F01 Coleta,closed,Divinópolis,10,22,2021,11/2021,10/2021,45
 Coleta geral da prefeitura de Paracatu,821,2021-10-20 13:54:05,2021-10-22 14:11:52,externa Realização F01 Coleta,closed,Paracatu,10,20,2021,10/2021,10/2021,42
 Coleta geral da prefeitura de Congonhas,820,2021-10-20 13:04:14,2021-10-22 14:11:46,externa Realização F01 Coleta,closed,Congonhas,10,20,2021,10/2021,10/2021,42
 Coleta geral da prefeitura de Betim,819,2021-10-20 12:55:15,2021-11-12 14:15:51,externa Realização F01 Coleta,closed,Betim,10,20,2021,11/2021,10/2021,45
Coleta de dados dos pagamentos de Pouso Alegre,794,2021-10-09 00:20:20,2021-10-13 14:19:49,externa Realização F01 Coleta,closed,Pouso Alegre,10,9,2021,10/2021,10/2021,41
Coleta de dados dos pagamentos de Teófilo Otoni,793,2021-10-08 23:35:50,2021-10-19 14:46:27,externa Realização F01 Coleta,closed,Teófilo Otoni,10,8,2021,10/2021,10/2021,42
Coleta geral do portal de transparência de Pouso Alegre. #682 ,751,2021-09-16 14:32:37,2021-09-30 12:56:11,externa Realização F01 Coleta,closed,Pouso Alegre,9,16,2021,9/2021,9/2021,39
Coleta geral do portal de transparência de Congonhas.,749,2021-09-15 17:20:07,2021-09-16 16:41:21,externa Realização F01 Coleta,closed,Congonhas,9,15,2021,9/2021,9/2021,37
Coleta geral do portal de transparência de Ipatinga.,748,2021-09-15 14:30:32,2021-09-16 16:41:21,externa Realização F01 Coleta,closed,Ipatinga,9,15,2021,9/2021,9/2021,37
 Coleta de dados dos empenhos do portal de transparência de Ipatinga.,642,2021-07-21 13:52:15,2021-10-14 00:25:06,externa Realização F01 Coleta,closed,Ipatinga,7,21,2021,10/2021,7/2021,41
Coleta de dados das Informações sobre licitações de Montes Claros ,589,2021-07-14 13:44:15,2021-11-04 17:43:24,Alta externa Coleta,closed,Montes Claros,7,14,2021,11/2021,7/2021,44
Coleta de dados das Leis Orçamentárias de Betim ,577,2021-07-13 13:09:48,2021-07-19 14:26:38,externa Coleta,closed,Betim,7,13,2021,7/2021,7/2021,29
 Coleta de dados do plano de metas do portal de transparência de Betim ,574,2021-07-12 14:41:33,2021-07-15 11:52:23,externa Coleta,closed,Betim,7,12,2021,7/2021,7/2021,28
 Coleta de dados da prestação de contas de Betim ,570,2021-07-12 12:58:16,2021-07-14 20:24:44,externa Coleta,closed,Betim,7,12,2021,7/2021,7/2021,28
Coleta de dados das licitações do portal de transparência de Juiz de Fora,561,2021-07-08 19:55:58,2021-10-06 20:16:22,Alta externa Realização F01 Coleta,closed,Juiz de Fora,7,8,2021,10/2021,7/2021,40
Coleta de dados das leis municipais de Uberlândia. ,546,2021-07-07 13:07:51,2021-07-15 14:16:54,externa Coleta,closed,Uberlândia,7,7,2021,7/2021,7/2021,28
 Coleta de dados das contas públicas da prefeitura de Uberlândia.,540,2021-07-06 14:45:06,2021-07-15 17:21:33,externa Coleta,closed,Uberlândia,7,6,2021,7/2021,7/2021,28
 Coleta de dados dos concursos públicos da prefeitura de Uberlândia. ,534,2021-07-06 12:23:57,2021-07-13 18:20:56,externa Coleta,closed,Uberlândia,7,6,2021,7/2021,7/2021,28
Coleta de dados dos concursos públicos da prefeitura de Governador Valadares.,498,2021-06-02 13:08:22,2021-06-09 21:54:48,externa sprint-105 Coleta,closed,Governador Valadares,6,2,2021,6/2021,6/2021,23
Coleta de dados das licitações da prefeitura de Governador Valadares.,497,2021-06-02 13:02:44,2021-06-09 13:44:39,externa sprint-105 Coleta,closed,Governador Valadares,6,2,2021,6/2021,6/2021,23
Coleta dos Relatórios Fiscais de Paracatu (Já foi pedido em outra especificação),665,2021-07-26 13:29:57,2021-07-26 13:38:40,Coleta,closed,Paracatu,7,26,2021,7/2021,7/2021,30
Coleta de dados de Empenhos de Teófilo Otoni,648,2021-07-22 12:56:17,2021-10-19 14:46:39,externa Realização F01 Coleta,closed,Teófilo Otoni,7,22,2021,10/2021,7/2021,42
Coleta de dados de Licitações de Pouso Alegre,634,2021-07-20 15:18:42,2021-10-11 13:50:03,Alta externa Realização F01 Coleta,closed,Pouso Alegre,7,20,2021,10/2021,7/2021,41
Coleta da Legislação de Montes Claros,599,2021-07-15 12:48:31,2021-09-22 20:41:34,externa Coleta,closed,Montes Claros,7,15,2021,9/2021,7/2021,38
Coleta de dados de Convênios de Montes Claros,582,2021-07-13 15:08:22,2021-09-22 20:21:05,externa Coleta,closed,Montes Claros,7,13,2021,9/2021,7/2021,38
Coleta de dados de Compras e Licitações do portal de transparência da prefeitura de Betim.,579,2021-07-13 13:35:38,2021-09-24 01:00:01,Alta externa [B] Download Dinâmico Realização F01 Coleta,closed,Betim,7,13,2021,9/2021,7/2021,38
Coleta de dados da Estrutura Organizacional de Governador Valadares.,505,2021-06-08 13:39:04,2021-06-16 14:29:06,externa sprint-106 Coleta,closed,Governador Valadares,6,8,2021,6/2021,6/2021,24
Coleta de dados das receitas da prefeitura de Governador Valadares.,500,2021-06-02 15:41:14,2021-10-06 14:33:37,externa sprint-107 Coleta,closed,Governador Valadares,6,2,2021,10/2021,6/2021,40
Coleta de dados de Licitações de Congonhas,643,2021-07-21 16:31:30,2021-10-29 13:44:20,Alta externa Coleta,closed,Congonhas,7,21,2021,10/2021,7/2021,43
Coleta de Despesas - Leis Orçamentárias - Campos Gerais,1643,2022-02-14 19:26:31,2022-02-17 19:17:02,Realização F01 Coleta,closed,Campos Gerais,2,14,2022,2/2022,2/2022,07
Coleta de Despesas - Leis Orçamentárias - Itatiaiuçu,1585,2022-02-10 23:14:35,2022-02-17 19:51:34,Realização F01 Coleta,closed,Itatiaiuçu,2,10,2022,2/2022,2/2022,07
Coleta de Despesas - Leis Orçamentárias - Sarzedo,1584,2022-02-10 23:14:34,2022-02-17 19:17:03,Realização F01 Coleta,closed,Sarzedo,2,10,2022,2/2022,2/2022,07
Coleta de Despesas - Leis Orçamentárias - Ijaci,1583,2022-02-10 23:14:32,2022-02-17 19:17:03,Realização F01 Coleta,closed,Ijaci,2,10,2022,2/2022,2/2022,07
Coleta de Despesas - Leis Orçamentárias - Itaguara,1582,2022-02-10 23:14:31,2022-02-17 19:17:02,Realização F01 Coleta,closed,Itaguara,2,10,2022,2/2022,2/2022,07
Coleta de Despesas - Leis Orçamentárias - Mantena,1581,2022-02-10 23:14:30,2022-02-17 19:17:02,Realização F01 Coleta,closed,Mantena,2,10,2022,2/2022,2/2022,07
Coleta de Despesas - Leis Orçamentárias - Paraguaçu,1580,2022-02-10 23:13:36,2022-02-17 19:17:03,Realização F01 Coleta,closed,Paraguaçu,2,10,2022,2/2022,2/2022,07
Coleta de Despesas - Leis Orçamentárias - Raposos,1579,2022-02-10 23:13:34,2022-02-17 19:47:00,Realização F01 Coleta,closed,Raposos,2,10,2022,2/2022,2/2022,07
Coleta de Despesas - Leis Orçamentárias - Rio Casca,1578,2022-02-10 23:13:33,2022-02-17 19:41:41,Realização F01 Coleta,closed,Rio Casca,2,10,2022,2/2022,2/2022,07
Coleta de Despesas - Leis Orçamentárias - Rio Doce,1577,2022-02-10 23:13:32,2022-02-17 19:17:04,Realização F01 Coleta,closed,Rio Doce,2,10,2022,2/2022,2/2022,07
Coleta de Despesas - Leis Orçamentárias - São José da Barra,1576,2022-02-10 23:13:31,2022-02-17 19:17:04,Realização F01 Coleta,closed,São José da Barra,2,10,2022,2/2022,2/2022,07
Coleta de Despesas - Leis Orçamentárias - Alterosa,1575,2022-02-10 23:13:29,2022-02-17 19:22:03,Realização F01 Coleta,closed,Alterosa,2,10,2022,2/2022,2/2022,07
Coleta de Despesas - Leis Orçamentárias - Formiga,1574,2022-02-10 23:13:28,2022-02-17 19:22:05,Realização F01 Coleta,closed,Formiga,2,10,2022,2/2022,2/2022,07
Coleta de Despesas - Leis Orçamentárias - Congonhas,1573,2022-02-10 23:13:27,2022-02-17 19:21:34,Realização F01 Coleta,closed,Congonhas,2,10,2022,2/2022,2/2022,07
Coleta de Despesas - Leis Orçamentárias - Cataguases,1572,2022-02-10 23:13:26,2022-02-17 19:21:03,Realização F01 Coleta,closed,Cataguases,2,10,2022,2/2022,2/2022,07
Coleta de Despesas - Leis Orçamentárias - Lagoa da Prata,1571,2022-02-10 23:13:25,2022-02-17 19:20:40,Realização F01 Coleta,closed,Lagoa da Prata,2,10,2022,2/2022,2/2022,07
Coleta de Despesas - Leis Orçamentárias - Botelhos,1570,2022-02-10 23:13:23,2022-02-17 19:17:04,Realização F01 Coleta,closed,Botelhos,2,10,2022,2/2022,2/2022,07
Coleta de Despesas - Leis Orçamentárias - São Sebastião do Oeste,1569,2022-02-10 23:13:22,2022-02-17 19:19:15,Realização F01 Coleta,closed,São Sebastião do Oeste,2,10,2022,2/2022,2/2022,07
Coleta de Despesas - Leis Orçamentárias - Bandeira do Sul,1568,2022-02-10 23:13:21,2022-02-17 19:17:04,Realização F01 Coleta,closed,Bandeira do Sul,2,10,2022,2/2022,2/2022,07
Coleta de Despesas - Leis Orçamentárias - Luz,1566,2022-02-10 23:13:18,2022-02-17 19:17:02,Realização F01 Coleta,closed,Luz,2,10,2022,2/2022,2/2022,07
Coleta de Despesas - Leis Orçamentárias - Santo Antônio do Monte,1565,2022-02-10 23:13:17,2022-02-17 19:36:28,Realização F01 Coleta,closed,Santo Antônio do Monte,2,10,2022,2/2022,2/2022,07
Coleta de Despesas - Leis Orçamentárias - Mariana,1564,2022-02-10 23:13:16,2022-02-17 19:17:02,Realização F01 Coleta,closed,Mariana,2,10,2022,2/2022,2/2022,07
Coleta de Despesas - Leis Orçamentárias - Itapeva,1563,2022-02-10 23:13:14,2022-02-17 19:17:02,Realização F01 Coleta,closed,Itapeva,2,10,2022,2/2022,2/2022,07
Coleta de Despesas - Leis Orçamentárias - Cláudio,1562,2022-02-10 23:13:13,2022-02-17 19:18:47,Realização F01 Coleta,closed,Cláudio,2,10,2022,2/2022,2/2022,07
Coleta de Despesas - Leis Orçamentárias - Alto Rio Doce,1561,2022-02-10 23:13:12,2022-02-17 19:18:21,Realização F01 Coleta,closed,Alto Rio Doce,2,10,2022,2/2022,2/2022,07
Coleta de Despesas - Relatórios e Contas Públicas - Alto Rio Doce,1536,2022-02-10 23:02:18,2022-02-17 19:18:20,Realização F01 Coleta,closed,Alto Rio Doce,2,10,2022,2/2022,2/2022,07
Coleta de Licitações - Itacarambi,1271,2022-01-17 13:58:50,2022-01-24 18:27:29,Realização F01 Coleta,closed,Itacarambi,1,17,2022,1/2022,1/2022,04
Coleta de licitações - Montezuma,1270,2022-01-17 13:57:17,2022-01-24 18:27:26,Realização F01 Coleta,closed,Montezuma,1,17,2022,1/2022,1/2022,04
Coleta de Licitações - São João do Pacuí,1244,2022-01-12 19:36:44,2022-01-24 18:27:21,Realização F01 Coleta,closed,São João do Pacuí,1,12,2022,1/2022,1/2022,04
Coleta de Licitações - Santo Antônio do Retiro,1243,2022-01-12 19:33:35,2022-01-24 18:27:20,Realização F01 Coleta,closed,Santo Antônio do Retiro,1,12,2022,1/2022,1/2022,04
Coleta de Licitações - Veredinha,1242,2022-01-12 19:26:32,2022-01-24 18:27:12,Realização F01 Coleta,closed,Veredinha,1,12,2022,1/2022,1/2022,04
Coleta de Licitações - Jenipapo de Minas,1241,2022-01-12 19:23:01,2022-01-24 18:27:10,Realização F01 Coleta,closed,Jenipapo de Minas,1,12,2022,1/2022,1/2022,04
Coleta de Licitações - Santana do Riacho,1240,2022-01-12 19:20:21,2022-01-24 18:27:02,Realização F01 Coleta,closed,Santana do Riacho,1,12,2022,1/2022,1/2022,04
Coleta de Licitações - Padre Carvalho,1239,2022-01-12 19:12:37,2022-01-24 18:27:00,Realização F01 Coleta,closed,Padre Carvalho,1,12,2022,1/2022,1/2022,04
Coleta de Licitações - Brasília de Minas,1208,2022-01-11 10:50:27,2022-01-24 18:31:19,Realização F01 Coleta,closed,Brasília de Minas,1,11,2022,1/2022,1/2022,04
Coleta de Licitações - Mata Verde,1204,2022-01-10 16:10:43,2022-01-24 18:26:55,Realização F01 Coleta,closed,Mata Verde,1,10,2022,1/2022,1/2022,04
Coleta de Licitações - Santa Cruz de Salinas,1202,2022-01-06 13:16:57,2022-01-24 18:26:43,Realização F01 Coleta,closed,Santa Cruz de Salinas,1,6,2022,1/2022,1/2022,04
Coleta de Licitações - Pedra Azul,1201,2022-01-06 13:04:46,2022-01-21 00:03:33,Realização F01 Coleta,closed,Pedra Azul,1,6,2022,1/2022,1/2022,03
Coleta de Licitações - Mato Verde,1200,2022-01-06 13:01:05,2022-01-21 00:03:30,Realização F01 Coleta,closed,Mato Verde,1,6,2022,1/2022,1/2022,03
Coleta de Licitações - Couto de Magalhães de Minas,1199,2022-01-06 12:46:46,2022-01-21 00:03:26,Realização F01 Coleta,closed,Couto de Magalhães de Minas,1,6,2022,1/2022,1/2022,03
Coleta de Licitações - Miravânia,1198,2022-01-06 12:37:56,2022-01-21 00:03:22,Realização F01 Coleta,closed,Miravânia,1,6,2022,1/2022,1/2022,03
Coleta de Licitações - Monte Azul,1197,2022-01-06 12:33:32,2022-01-21 00:03:17,Realização F01 Coleta,closed,Monte Azul,1,6,2022,1/2022,1/2022,03
Coleta de Licitações - Joaquim Felício,1140,2022-01-05 12:44:42,2022-01-21 00:03:06,Realização F01 Coleta,closed,Joaquim Felício,1,5,2022,1/2022,1/2022,03
Coleta de Licitações - Vargem Grande do Rio Pardo,1139,2022-01-05 12:40:50,2022-01-21 00:03:01,Realização F01 Coleta,closed,Vargem Grande do Rio Pardo,1,5,2022,1/2022,1/2022,03
Coleta de Licitações - Mário Campos,1138,2022-01-05 11:36:12,2022-01-20 22:49:43,Realização F01 Coleta,closed,Mário Campos,1,5,2022,1/2022,1/2022,03
Coleta de Licitações - Coluna,1137,2022-01-05 11:35:01,2022-01-20 22:49:38,Realização F01 Coleta,closed,Coluna,1,5,2022,1/2022,1/2022,03
Coleta de Licitações - Serra Azul de Minas,1136,2022-01-05 11:10:35,2022-01-20 22:49:39,Realização F01 Coleta,closed,Serra Azul de Minas,1,5,2022,1/2022,1/2022,03
Coleta de Licitações - Rio Pardo de Minas,1135,2022-01-04 19:50:43,2022-01-20 22:49:41,Realização F01 Coleta,closed,Rio Pardo de Minas,1,4,2022,1/2022,1/2022,03
Coleta de Licitações - Jequitaí,1134,2022-01-04 16:05:30,2022-01-20 22:49:42,Realização F01 Coleta,closed,Jequitaí,1,4,2022,1/2022,1/2022,03
Coleta de Licitações - Curral de Dentro,1133,2022-01-04 12:03:45,2022-01-20 22:49:45,Realização F01 Coleta,closed,Curral de Dentro,1,4,2022,1/2022,1/2022,03
Coleta de Licitações - Lontra,1132,2022-01-04 12:00:00,2022-01-20 22:49:44,Realização F01 Coleta,closed,Lontra,1,4,2022,1/2022,1/2022,03
Coleta de Licitações - Capelinha,1131,2022-01-04 11:56:37,2022-01-20 22:50:46,Realização F01 Coleta,closed,Capelinha,1,4,2022,1/2022,1/2022,03
Coleta de Licitações - São Gonçalo do Rio Preto,1130,2022-01-04 11:51:51,2022-01-20 22:49:49,Realização F01 Coleta,closed,São Gonçalo do Rio Preto,1,4,2022,1/2022,1/2022,03
Coleta de Licitações - Divisa Alegre,1129,2022-01-04 01:24:41,2022-01-14 01:47:20,Realização F01 Coleta,closed,Divisa Alegre,1,4,2022,1/2022,1/2022,02
Coleta de Licitações - Glaucilândia,1128,2022-01-04 01:17:30,2022-01-14 01:47:14,Realização F01 Coleta,closed,Glaucilândia,1,4,2022,1/2022,1/2022,02
Coleta de Licitações - Novo Cruzeiro,1127,2022-01-03 13:00:47,2022-01-14 01:47:10,Realização F01 Coleta,closed,Novo Cruzeiro,1,3,2022,1/2022,1/2022,02
Coleta de Licitações - Virgem da Lapa,1126,2022-01-03 12:28:05,2022-01-13 22:59:41,Realização F01 Coleta,closed,Virgem da Lapa,1,3,2022,1/2022,1/2022,02
Coleta de Licitações - Divisópolis,1125,2022-01-03 12:22:26,2022-01-13 22:59:38,Realização F01 Coleta,closed,Divisópolis,1,3,2022,1/2022,1/2022,02
Coleta de Licitações - Várzea da Palma,1124,2022-01-03 12:16:46,2022-01-13 22:59:36,Realização F01 Coleta,closed,Várzea da Palma,1,3,2022,1/2022,1/2022,02
Coleta de Licitações - Bocaiúva,1121,2021-12-16 23:48:24,2022-01-13 22:59:33,Realização F01 Coleta,closed,Bocaiúva,12,16,2021,1/2022,12/2021,02
Coleta de Licitações - Águas Vermelhas,1120,2021-12-16 23:45:58,2022-01-13 22:59:31,Realização F01 Coleta,closed,Águas Vermelhas,12,16,2021,1/2022,12/2021,02
Coleta de Licitações - Pai Pedro,1119,2021-12-16 23:44:32,2022-01-13 22:59:30,Realização F01 Coleta,closed,Pai Pedro,12,16,2021,1/2022,12/2021,02
Coleta de Licitações - Janaúba,1116,2021-12-16 23:41:31,2022-01-13 22:59:27,Realização F01 Coleta,closed,Janaúba,12,16,2021,1/2022,12/2021,02
Coleta de Licitações - Juramento,1115,2021-12-16 23:38:53,2022-01-13 22:59:26,Realização F01 Coleta,closed,Juramento,12,16,2021,1/2022,12/2021,02
Coleta de Licitações - Augusto de Lima,1113,2021-12-16 02:07:40,2022-01-13 22:59:24,Realização F01 Coleta,closed,Augusto de Lima,12,16,2021,1/2022,12/2021,02
Coleta de Licitações - Jaíba,1112,2021-12-16 01:35:01,2022-01-13 22:59:23,Realização F01 Coleta,closed,Jaíba,12,16,2021,1/2022,12/2021,02
Coleta de Licitações - Datas,1111,2021-12-16 01:04:36,2022-01-13 22:59:21,Realização F01 Coleta,closed,Datas,12,16,2021,1/2022,12/2021,02
Coleta de Licitações - Mamonas,1110,2021-12-16 01:03:22,2022-01-13 22:59:19,Realização F01 Coleta,closed,Mamonas,12,16,2021,1/2022,12/2021,02
Coleta de Licitações - Indaiabira,1109,2021-12-16 01:01:43,2022-01-13 22:59:18,Realização F01 Coleta,closed,Indaiabira,12,16,2021,1/2022,12/2021,02
Coleta de Licitações - Francisco Sá,1101,2021-12-15 01:30:54,2022-01-13 22:59:13,Realização F01 Coleta,closed,Francisco Sá,12,15,2021,1/2022,12/2021,02
Coleta de Licitações - Coração de Jesus,1100,2021-12-15 01:29:27,2022-01-13 22:59:15,Realização F01 Coleta,closed,Coração de Jesus,12,15,2021,1/2022,12/2021,02
Coleta de Licitações - Itamarandiba,1099,2021-12-15 01:27:58,2022-01-13 22:59:08,Realização F01 Coleta,closed,Itamarandiba,12,15,2021,1/2022,12/2021,02
Coleta de Licitações - Senador Modestino Gonçalves,1098,2021-12-15 01:26:40,2022-01-07 13:49:37,Realização F01 Coleta,closed,Senador Modestino Gonçalves,12,15,2021,1/2022,12/2021,01
Coleta de Licitações - Felício dos Santos,1097,2021-12-15 01:25:04,2022-01-07 13:48:56,Realização F01 Coleta,closed,Felício dos Santos,12,15,2021,1/2022,12/2021,01
